"path","label","sha256","split"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_9239.jpeg","Defective","2da357be65f149fd62092ef98f1e700079290daa9994fdef92368f8990322026","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_7693.jpeg","Defective","b4274edcf89274fd714ab83431ea52648c2764062e501ef0a0cc2e57c61c4359","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_9519.jpeg","Defective","3faf84971c511bb6353b235bd012e38ab4534adf5c1ae43134e1860bd79cbf8d","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_440.jpeg","OK","658c72aff0b327eed412ee7205e92d41862149d7e29fd1c2d449c1dcba965062","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_3037.jpeg","Defective","f6f80dc3d6979c21ba3b8f70c3d17dc039b6c2db95e8b6c94e2c4760e79f47a7","train"
"data/raw/casting_data/casting_data/test/def_front/cast_def_0_151.jpeg","Defective","8aae99e44c456e51c6d6da48f535df43d8aae091d529e2bef764807a02662f7d","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_298.jpeg","OK","5a19f0c9eb17f85970e0d5b2804877e04dc930bd4043c4b176117d1eb517a770","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_9026.jpeg","Defective","14f2d727efccda8b6dc1f0f1610bce828b435e0d49480295061c2172fc6b06f7","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_3754.jpeg","Defective","ec1a75c10f31e2cbd8438e18b9e054f018786d2f7f2fb439b95abaf37a6110cb","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_5554.jpeg","Defective","26b2930acf475ae8d2b289315793e2ac6c1a8458cc5ba21dc0cf1de11bbfa343","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_8085.jpeg","OK","9ccb570727afeae20d2869a0094b1ecfb7f83b2cbb629f7821ea4428e71a3e00","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_1665.jpeg","OK","6281b534f2cf990d7d8bc75453f618ebe659064962a8e5582a6058863f821641","train"
"data/raw/casting_data/casting_data/test/ok_front/cast_ok_0_1127.jpeg","OK","5de95005e7d92c3ddb926458e38684abc0d624b804863d2860ce3b57ce1c6a36","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_8852.jpeg","Defective","05d85475fced199b915d7f00a873f0b0ea38bc54eadfbf7e56495040ea998744","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_9717.jpeg","Defective","344303399b29466fb58dfc1f88721b253afca8d0d1df33d68ab96a2edc6b372c","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_3545.jpeg","Defective","ddc350d3c25d24c1e68bf49aa6c3d99e8283e1f8198ec282576691ad720bf550","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_6692.jpeg","Defective","4141c246ea1db2a5bb566df6c57fee4bdb3d8b475576dd73ce72730dbf298846","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_3668.jpeg","Defective","b156869acd26e86757cdae6089e42f3baee0807fa89e302b1d3ba06e8bd41180","train"
"data/raw/casting_data/casting_data/test/def_front/cast_def_0_2308.jpeg","Defective","3e07b7682e47c4be0cdb2f05980c262884749c79773b1173f8028350ec238056","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_826.jpeg","Defective","8156beb2fec94a17d94211bf5846962a2496aa7e0f10fb65997d1b44ad4a99e9","train"
"data/raw/casting_data/casting_data/test/ok_front/cast_ok_0_45.jpeg","OK","8789b460a68aed5ae552e602d8ad3da789af428e225b5a4d21cb64b2e901320b","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_5304.jpeg","Defective","8eec94c52d7530bcea18d99dce07d53ba9b62ed8609b6f8df4c6afa726e0ca88","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_425.jpeg","Defective","d46cbebcd689c05e47ad48cf58ec92cc23efee0669492f1faae2a8d1ed812999","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_5592.jpeg","OK","71e40facbf3a5569ece19cae1621c78ad3c0905a607e8b6745a98fab7b9bfec0","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_5252.jpeg","Defective","8ed6db176b52a3a7e5a2e501773398786579f4c37a02d3cfe241ec37534178c4","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_4743.jpeg","OK","ee019606815568dbb7693c713bb37b297d14de3140acd0617824d2a018ad605a","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_7387.jpeg","Defective","91fa1eabc05e9138b57d1e5a18f310769c23c5e314288186a1b9ca8f0c1768e8","train"
"data/raw/casting_data/casting_data/test/def_front/cast_def_0_617.jpeg","Defective","f7aa3e85e466b9df00372be2244341c1e87116f4fbed613ff7dfb5016e6304fb","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_2900.jpeg","Defective","0a582fa8c13110025b859025cc64639d3ed59e583d7ca71016b0ed467bea2833","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_3225.jpeg","OK","ea88135c8ea625a8ff88eff311f9477af45f5f0f5cd9dc2d6e38bdbca890ada2","train"
"data/raw/casting_data/casting_data/test/def_front/cast_def_0_1172.jpeg","Defective","cff08926f3eac1452bc76edd266734089200f9e7ae9a9286626afca1b3010bea","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_3986.jpeg","Defective","273b9c00967504e7e3be7bea90037a677583305fa4bfe78536e2acedeed636d7","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_8811.jpeg","Defective","6427ebf8adc4a97ad2ed921dd17f15ac1182ca0706f0305c8095d963bad9802a","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_8507.jpeg","OK","3236d25bc919c788baed85f3d30bcfe169af573553ecf5acd2afd23434a85850","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_9488.jpeg","OK","59618f7913f4399f894a005577941efc613f45e86c326b0ad9f91136171ffd93","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_6926.jpeg","Defective","4a4a91f351e5ce061f2ab7765cda112546fa398d85ef7773eabfb50eac9a43ae","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_8567.jpeg","Defective","7d5f2187f87f7b15ca488356748744c14477d2a9c3056cf1b2e7013041d2fed5","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_2950.jpeg","Defective","7b1c1e907ea884f0f34eb188440f527ee063cfa5c5e49fe5d002ec9b5a733644","train"
"data/raw/casting_data/casting_data/test/def_front/new__0_7229.jpeg","Defective","c251efe0704b868c745aa424916413fd3367ec9ff9ba1e11ae469a79678f64cf","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_3067.jpeg","Defective","0589300444eff26ed4ebd5bca5b96a765b7b9eac7ff2a74f57c110ecf33f3874","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_4387.jpeg","Defective","482d709e571e56f89f4e5686baf4d4769aedce3dc33857f96e1eb21baed8afdf","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_5129.jpeg","OK","0ed185ec2d63e4befa0d39cbcceadffe8324cd69cabf28f5dfc55976bde4a3d3","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_2988.jpeg","OK","96a7d9a2ddbc501af99627eb1d37b909048bcaaba9a6e59461c460949edc25d6","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_3031.jpeg","Defective","00254e8e1876623c48d22e6bd72c5100f9e798ead74190d738c7cc2b5c16882e","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_7394.jpeg","Defective","5efe0510b34efc046f7b7b141c1382854320f6bb702b86d5f2e4499736817c88","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_3544.jpeg","OK","1f8488bfd6f47529087d4a791d7914e3f978e6e1dd4062cae25c2e4dcbfa1b44","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_9886.jpeg","OK","dbf20683151c926ff4c71f25584a0eac60ae822bc73d0bbac4944bdc2efdbe69","train"
"data/raw/casting_data/casting_data/test/def_front/cast_def_0_1519.jpeg","Defective","04b95661c54f7ad86d44f9990eaabf65b3908c2fcf91afe8910c15e3188a2f07","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_6539.jpeg","Defective","b94826e5a19b7ae95d7920001393202db13ac910b4c334d83e8751c8aacd284a","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_8751.jpeg","Defective","387f94e778a1d20eebbecc55e0b38c049484c9ed411c9073be6823e03a0a148a","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_9064.jpeg","OK","16513d8184625c47af1c41ad89b3c5d6ba0bbb34cd99f4fc657dddcda72129b0","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_8796.jpeg","OK","43c2d0ef240f4cb147bcdf00df0af51266526d2da3b7b71922196ce002cd073b","train"
"data/raw/casting_data/casting_data/test/ok_front/cast_ok_0_7611.jpeg","OK","2004529d18dfd23e02d85df89777da0123bd9f44825cbec57affd24d2deab33f","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_1781.jpeg","OK","e59e949df129b7e6da3ffe34f29f90bbdab907213cc32504b56c6b50284b2c3d","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_8808.jpeg","OK","043eef00fc4d4838cd728ee7c9edd632ae9545216e2c4b0ffb282bb264778325","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_7580.jpeg","Defective","4522736d2de9773733d312f242ef512bdef90d32f624916e72f53c65f0f897d8","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_9234.jpeg","Defective","5514a17cffbcc0eecd0800f68b251430dac0148d530fd572c761b3923a041f9e","train"
"data/raw/casting_data/casting_data/test/ok_front/cast_ok_0_1019.jpeg","OK","aa117825460ccbc0d5d6dc7c0f5c538bf95ea911f6363dfb0b5d641b45ff41bc","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_3758.jpeg","OK","782624632f6dddc9cacad9849d2a33980f3883aad2d4d407242d0d0608da1394","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_8764.jpeg","Defective","91438510631b2c6dde99d716f63998eab733199818d53c907b1f5a776065f9bb","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_6248.jpeg","Defective","cfd5565f13ab049e0013e335dee2a5eb28e0efdc73760e66e68b5b8a863af464","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_5263.jpeg","OK","d7af62c2074391a8cbb73f9f7c370c86ba8373df050c85f7b3bbe63b72b52ab0","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_8156.jpeg","Defective","e851688ebb2579a25b64e5b0482c64c3fd220b6d5394b6c51a368c437184fc59","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_6156.jpeg","Defective","45d556200063373bf016c3e4ae200f4a406980fb0ad9cdd25bcf1f54458e7bcb","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_8126.jpeg","Defective","f4694134ee35f0ff8eb00f5d9a9c5972a7647660ee8c558fef41529d586b4bd3","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_3737.jpeg","Defective","8cb43827d5205fb89bbb3f9caec8e38931949c2c2158a13678f833da4c47f7d0","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_8836.jpeg","OK","5ab4499e1a362545e25b86c9f554381f2a9ae64d97640d65d2c6c4457e9a24c0","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_6415.jpeg","Defective","19055fdfb21772f093a5c5956edbbef68f10c1f1bacd2721711ac705f0cb1976","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_1693.jpeg","OK","3b60f231ae1e1024c52003b30f4bbb4cfcae0928a559f00f5bdf3b3ab188e4a0","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_4753.jpeg","OK","ce86f7e76215912907dfcfe594f6c8ece6c571f480c1d8e16306bf92b0846026","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_3689.jpeg","OK","883d36629c9045f61de890eed352238c8148eb65f48759396cc8831b4259911d","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_8723.jpeg","Defective","bfff8bce580da7dba6f7be7e0e935468f58fc98d676eae67661a6f3f2b372c57","train"
"data/raw/casting_data/casting_data/test/def_front/cast_def_0_2215.jpeg","Defective","0f0b26377f3e96149797cab3d9822962cc4f842e19acb7c2538a5a81dddcdcc0","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_8256.jpeg","Defective","f9588ea6c6f023714724e86d0123495d88a2d9737c1c34d736c7c8c67235479f","train"
"data/raw/casting_data/casting_data/test/ok_front/cast_ok_0_1333.jpeg","OK","487265c3564cc688d3e89e6c7a3ec922b6515c3c31b580f64b744ae0a4d5f794","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_3059.jpeg","OK","752ce524dd3dec7d0b7ef07b5160af2b6b8e82a7ab5fbc9078ef24e1ff6be7fc","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_8811.jpeg","OK","70cb5295bf673d1137ff4c5b596fa20337206fc14ad7332d7c774beb36f11340","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_6103.jpeg","Defective","5c41b84edcd2bf0e32e2e645673f5071a18184f353b2618fcb800be0a455507f","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_8214.jpeg","OK","051ff503dc02ec78485d4c106cc86d0b1c9dbcffcbe9a0e6ceb15e9a4fae186b","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_3340.jpeg","OK","109732a0b36011a0cabd516ccb85db74d3c21175565983a13c3fa816cbf0ecb4","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_6749.jpeg","OK","94277fb512bc25eab938f34e8a3f1db5e6277b12c1d4385d5de55101169aec70","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_4737.jpeg","OK","5c725489f065863b8d834907e463b4255a4f10e81966f3931fe312e6aca6b1a1","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_9946.jpeg","Defective","c70167662d5367c89f2e00e743724fb5fe0b89682baaaf5c2ecd65cd631bb441","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_6594.jpeg","Defective","7674806adf42a1c10bd01f4ced6a9715238e99cadaf9d65572bf7d481ae2b18a","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_4607.jpeg","Defective","af032b9174d4c9f2e679beec5b3d2688bb05c66171b314eeeadf868207e250ab","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_8910.jpeg","Defective","c74900e979d29c35b30399077d9707efe66a4c391b5a3f311fc0966d32191eb1","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_8712.jpeg","OK","3af0fb1d59a7e6e7740ac7bd012a63ff6f4b1133951c97a1d6b392f36ac850ae","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_7215.jpeg","Defective","6461cc81656c79c6abd3af9183364916b61ba013c3da0059f7c28df7be8ca66b","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_22.jpeg","OK","1a47f76d842eda041397e40cf2bfc14a4dd1ef2a30befc9dc05e4d9a92c2901f","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_9070.jpeg","OK","54e96ad9feca9580fdfe406319aefbf4a1997074ff01cdbf60d7b0137196241d","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_480.jpeg","OK","4ace08ad0276fa49ab262e037c634a647fbae296d96ff6ab2b5932ae37a3d718","train"
"data/raw/casting_data/casting_data/test/def_front/cast_def_0_501.jpeg","Defective","a647a5aea3b01305abd63a83483e7623a14a6a421593f38a328d73d289746631","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_3145.jpeg","Defective","557af8157830115f7197e9a3d2d5438a1e13145f7c40e3f0e56c3dc05354cec3","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_1369.jpeg","Defective","1801818063c6325ef0ecd6d2eac6df92d3f5fad8e0a4b879a2ac592ec7d4035b","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_7451.jpeg","OK","64a3be2b7489991ccaf9a2741d5afb108987e8c2a0ba0a459a31ea26ddc5c233","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_6890.jpeg","Defective","b1972720528583f600855732b88b08b05f655099a68976a6279beb7ea0b744b8","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_4878.jpeg","Defective","d171918989d3ed7807b78cd596ba18f20ee0c81f2c4443e2558f69d96437c9e9","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_7760.jpeg","Defective","367b781d5d56ea197259e91cccc2acfdd591257d67e839040d3fa7f8bf0c85ad","train"
"data/raw/casting_data/casting_data/test/ok_front/cast_ok_0_1069.jpeg","OK","e70ee4ab0376eb272c927a33f2e6170d5ad7a831c0ec0848fe8fb88300d30ca7","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_2379.jpeg","OK","537f2a12ff23538a207bf297c0417fce99a5a32f59e3fd6ee2e6e4738da3ebb0","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_4344.jpeg","OK","b65af745d574637677f82a73370ab82015831b775830f84dbba343c1bbd7af10","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_4238.jpeg","Defective","978cee701433f055d5463df4e6867cf58667cde6920859fde3ee5379d5a82559","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_6027.jpeg","Defective","b515fe4d8e479b5407ff94e24e2ad15210ccfcd841c2e2bf66c8c90ae57e3728","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_2469.jpeg","Defective","f3da0b9d86bfc71704c8753be8a8b2143c54c937af6f9eacb29433826fefb1a9","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_9428.jpeg","OK","2be60d05a6d86897c2f26c6726be9cd9c125e893fc09a4d1b45405d5f2cc9302","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_4744.jpeg","Defective","47d76d43bf83167bccc1dbec1696b4e786173a7561f8b49d3a7083ed32ec1d94","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_9743.jpeg","OK","08152109c185a49c848565fa9caa5ed3bef170f991adecf93d31ebe7d341fa8e","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_9469.jpeg","OK","5ee7191a793683467f54804e2167a9e48be1cab3a0c91c56d3b50e480810e241","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_6699.jpeg","OK","6d42f4cc6ca8c7f3eb4e360138b0cc87c2dd4a9c213cad0314a698f1cfc7e301","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_9835.jpeg","Defective","867bf59980ee4c3315760828d3eca8a54c557562c705e8bcc1db87ee7612ddbc","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_6011.jpeg","Defective","2ec0534613f8a019e4e851521ae5841688530530af88e45b507ce61a1ea0af2d","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_7651.jpeg","Defective","8e0e1ab3f511d36e6683d514f35364177af8b293c3572d66e5030f792112d094","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_355.jpeg","Defective","5664a5fc633109dbd5555c1106467fe3839e42d88cdfd79f9e20b2ad9fc6f07c","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_7086.jpeg","OK","07a8dd7234d888eb8b2570b747e07471f9868b5e5f768fce2aeffc0e5b73ff07","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_8302.jpeg","Defective","83bc999202884d77d8bb8c96d45cf010e097646facce271222f1ad5f0b4fa245","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_5414.jpeg","Defective","be9be5fffb9156562ecbbf4ea958b680d29d373d8822523a850850ba03d15544","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_9228.jpeg","Defective","066677e3b3b44d785e616ed42ba55789380a4572ffc0deebf0ba293a49d9843f","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_5815.jpeg","Defective","4779ada95f7e69033509a63d7a1fe31acbb9d28dc3e6fbc9fdb501d31704eaf5","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_837.jpeg","OK","166cc8cb298a5f84267fa7b4e8ad70bec7a39bd4cfa33887f511b91a5b1b0fb9","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_4369.jpeg","OK","99efb566d74ba1b23de7385c372def965bbe57863c9a88ed3dea7e065fab9676","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_8646.jpeg","OK","ae885a9344ac59c0c2f79f24bcf579b76e274ee85ad900e6c689dcc2edf45563","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_6797.jpeg","OK","36d5cba498221a8ed49f08e922f37368e81c30b66f1f1f8d702e97072f26a74d","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_2052.jpeg","Defective","be468cc554d0f50a31d4e95d3ba7b5fc88ab16bd7cfaf94e69879def0c7cd6a0","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_8358.jpeg","Defective","bbf0bbeb7c4a882d07fe8b5cb9b33f1343b7748b0b88440f52cf86c3eab10f54","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_6697.jpeg","Defective","52afa0a9b60536c895b0796419307c9c5eb24478abfb2b6593771dc7731b1c08","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_8192.jpeg","Defective","bc46dc21051fa72468b9b37fde8b65eb7f092095851c7612dc701f9e4585d3ad","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_9848.jpeg","Defective","afef016d1b31807b1090f29c0eca14622c0573ae4efc74db63f72133b45249bd","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_6058.jpeg","Defective","8e26d7c72b51ab68a7f4013e933299608567b0bb12e287b48c05bd22ec8b04ef","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_4436.jpeg","Defective","3956abb4dfe0dbc99abaf23b18349a92196aa483788e4f605682bc1818e6b98b","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_9363.jpeg","OK","95fd298f220c3e6367819ac7d27dc3efac4d624c1786e5d86203164c3225fbec","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_1670.jpeg","Defective","82ce549026acc285ed7241f4dbf19a5fc478f2bda04a91e8d9ab50345eed6a43","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_3103.jpeg","OK","52847a2d2c140fb228eb8b35d19499dd70421aebad39e8357955af637465e344","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_7371.jpeg","OK","a5eaced07db5e76872388709ae105f0b17ecc52d77c34e26d13121758c208d87","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_9367.jpeg","Defective","54910530789e365c870dcd495d4425bd9e2afff8b922ece0440112c3fa8c7e96","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_6582.jpeg","OK","9e85c0e60a4286daf344ecc15dbadfa374e2bbaa1d1ab2bd16b404f9ed45b8ba","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_8652.jpeg","Defective","c8afaf634d4ed73cc486384ae664971cd64c553f56a111284310ffa86c926862","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_5039.jpeg","Defective","37eb1a59b631db1689844dca10d3ae126a4437ecd2ddf6dab102f0b9ffc20a0a","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_502.jpeg","Defective","330080c5e8bcb6b55fa90705c2cd1e2e8d81e49a0a92ee205e8f353a39d91ef6","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_6034.jpeg","OK","1aafd7e67094c5b722364fe591578f6564bfc4342658316b1ccc48b09e624646","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_6451.jpeg","Defective","250acf71b9d5a6ef282ba27b005fe7b4443d73282945f076f6ec6a4463abeec0","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_2467.jpeg","OK","362d24b379400ff948fe8453c391f62f528f46ae39bcd7f053a4c01c9c34e362","train"
"data/raw/casting_data/casting_data/train/def_front/cast_def_0_2711.jpeg","Defective","75610d75a441c22bf126966f5f24b20df3e86ce18d0f49b314ab77fffce71de5","train"
"data/raw/casting_data/casting_data/train/ok_front/cast_ok_0_5201.jpeg","OK","8311a225691e71cd4e1ce365c45c210c2e9ff86cd4807a43f44ce5856f5aedd7","train"
"data/raw/casting_data/casting_data/test/ok_front/cast_ok_0_6388.jpeg","OK","7d174548c65bbe50be59c4ee2c165fa543a580389594fcefad9d65abf323fa23","train"
